2\1\2006,,12915.938,0.505715767,-0.477475788,2.40,3.38,0.1035,0.3594,0.9034,-0.2151,0.7553,-0.1926,0.6556,0.029,-0.1109,-0.0864,-1.3543,0.2845,0.3791,0.8071,0.0796
5\1\2006,,12962.462,0.384843982,-0.683722969,1.95,2.91,0.4026,0.3663,1.3705,-0.0655,1.2869,0.0472,0.8297,0.0275,0.5636,0.3376,-1.0244,-0.0986,0.3408,0.9389,0.3217
8\1\2006,,12965.916,0.202619807,-0.921300753,1.93,2.25,0.5919,0.3281,1.5688,0.0607,1.5253,0.19,0.9244,0.2476,0.2449,0.3844,-1.3114,-0.1806,0.1975,0.5694,0.516
11\1\2006,,13060.679,1.16853561,-0.053019719,2.29,1.75,0.345,-0.0533,2.2494,0.2652,1.624,0.3321,0.7398,0.5369,1.0227,0.2627,-1.9417,-0.8037,0.299,0.7004,0.9174
2\1\2007,,13099.901,0.866246615,-0.324753342,2.32,1.67,0.1374,0.2412,1.709,-0.0605,1.2182,0.0313,0.8481,0.0404,0.5955,0.1714,-1.727,-0.4292,0.1745,0.4224,0.4283
5\1\2007,,13203.977,0.775865156,-0.405999044,2.52,1.57,0.0178,0.6398,1.4793,-0.4747,1.1697,-0.3536,1.1078,-0.2382,0.1472,0.1542,-1.422,-0.3237,0.1592,0.4411,-0.0573
8\1\2007,,13321.109,-0.536556911,-1.569998063,2.04,1.35,-1.3472,1.031,0.6577,-1.4791,-0.1333,-1.3956,1.1907,-1.1807,-1.2426,-0.6675,-1.6134,0.3577,-0.2862,-0.3708,-1.3553
11\1\2007,,13391.249,-1.09960203,-1.938463337,1.86,0.91,-1.7426,1.0016,-0.1892,-1.7047,-0.8783,-1.5991,1.0793,-1.4554,-1.7278,-1.4122,-1.3093,0.7277,-0.5557,-0.9903,-1.8526
2\1\2008,,13366.865,-2.767704752,-3.159747299,1.38,0.16,-1.2141,1.1429,-0.6242,-1.5647,-0.744,-1.454,1.0437,-1.473,-1.6092,-1.0676,-0.9429,0.9482,-0.8331,-1.7096,-1.6768
5\1\2008,,13415.266,-2.236319241,-2.447374352,0.45,-0.46,-0.8491,1.7161,-1.2837,-1.8453,-0.704,-1.7249,1.2182,-1.1479,-2.1743,-2.054,-0.0382,0.802,-0.8788,-1.9952,-2.0709
8\1\2008,,13324.600,-4.274604829,-4.262885773,-0.55,-0.92,-1.39,1.6439,-1.2266,-2.0274,-1.0777,-1.9373,1.4652,-2.2257,-1.491,-1.968,0.4443,1.6875,-1.2641,-2.5664,-2.3209
11\1\2008,,13141.920,-8.895296712,-8.212364252,-4.90,-1.86,-3.7502,1.038,-2.5339,-2.7024,-3.7233,-2.6685,1.8125,-3.6321,-2.0293,-1.6816,0.6257,1.7225,-1.9834,-4.2968,-3.7409
2\1\2009,,12925.410,-7.094750212,-6.403885236,-4.22,-2.86,-2.6699,0.2232,-2.07,-1.4729,-3.0478,-1.4576,1.2222,-3.0172,-0.7578,-0.3519,0.2756,1.7043,-1.6517,-4.4232,-2.8024
5\1\2009,,12901.504,-2.748123601,-2.496615642,-2.16,-2.80,0.8213,0.5982,-0.2989,-0.1236,0.6641,0.0475,0.2761,-0.2896,-0.1869,-0.2867,0.2788,0.4537,-0.8705,-2.859,0.0617
8\1\2009,,12973.045,0.073732721,0.040007443,-0.45,-1.16,1.1148,0.7824,-0.564,-0.1334,0.7799,-0.0822,0.078,0.5842,-0.7857,-1.5739,0.1346,-0.0487,-0.4852,-1.9278,-0.0043
11\1\2009,,13154.987,0.321322267,0.262570637,,0.49,0.5181,1.5613,-1.7241,-1.1192,-0.0004,-1.0685,0.7592,-0.5757,-1.601,-2.7625,0.1079,0.797,-0.3718,-1.6297,-1.4172
